,序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
289,290,01456,国联证券,3.78,0.0,0.0,3.78,3.78,3.78,3.78,0,0.0
290,291,01385,上海复旦,32.85,0.0,0.0,32.85,32.85,32.85,32.85,0,0.0
291,292,01382,互太纺织,2.6,0.0,0.0,2.6,2.6,2.6,2.6,0,0.0
292,293,01381,粤丰环保,3.94,0.0,0.0,3.94,3.94,3.94,3.94,0,0.0
293,294,01375,中州证券,1.14,0.0,0.0,1.14,1.14,1.14,1.14,0,0.0
294,295,01361,361度,3.73,0.0,0.0,3.73,3.73,3.73,3.73,0,0.0
295,296,01359,中国信达,1.04,0.0,0.0,1.04,1.04,1.04,1.04,0,0.0
296,297,01349,复旦张江,3.18,0.0,0.0,3.18,3.18,3.18,3.18,0,0.0
297,298,01330,绿色动力环保,2.64,0.0,0.0,2.64,2.64,2.64,2.64,0,0.0
298,299,01316,耐世特,4.96,0.0,0.0,4.96,4.96,4.96,4.96,0,0.0
299,300,01313,华润水泥控股,4.34,0.0,0.0,4.34,4.34,4.34,4.34,0,0.0
300,301,01302,先健科技,2.77,0.0,0.0,2.77,2.77,2.77,2.77,0,0.0
301,302,01288,农业银行,2.77,0.0,0.0,2.77,2.77,2.77,2.77,0,0.0
302,303,01268,美东汽车,15.24,0.0,0.0,15.24,15.24,15.24,15.24,0,0.0
303,304,01258,中国有色矿业,3.63,0.0,0.0,3.63,3.63,3.63,3.63,0,0.0
304,305,01244,3D MEDICINES-B,76.5,0.0,0.0,76.5,76.5,76.5,76.5,0,0.0
305,306,01238,宝龙地产,1.46,0.0,0.0,1.46,1.46,1.46,1.46,0,0.0
306,307,01234,中国利郎,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0,0.0
307,308,01209,华润万象生活,40.65,0.0,0.0,40.65,40.65,40.65,40.65,38650,1571122.0
308,309,01199,中远海运港口,5.32,0.0,0.0,5.32,5.32,5.32,5.32,0,0.0
309,310,01196,伟禄集团,6.14,0.0,0.0,6.14,6.14,6.14,6.14,0,0.0
310,311,01186,中国铁建,5.25,0.0,0.0,5.25,5.25,5.25,5.25,0,0.0
311,312,01176,珠光控股,0.84,0.0,0.0,0.84,0.84,0.84,0.84,0,0.0
312,313,01171,兖矿能源,22.75,0.0,0.0,22.75,22.75,22.75,22.75,0,0.0
313,314,01157,中联重科,4.38,0.0,0.0,4.38,4.38,4.38,4.38,0,0.0
314,315,01138,中远海能,9.03,0.0,0.0,9.03,9.03,9.03,9.03,0,0.0
315,316,01128,永利澳门,7.17,0.0,0.0,7.17,7.17,7.17,7.17,0,0.0
316,317,01121,金阳新能源,7.94,0.0,0.0,7.94,7.94,7.94,7.94,0,0.0
317,318,01119,创梦天地,3.56,0.0,0.0,3.56,3.56,3.56,3.56,0,0.0
318,319,01117,现代牧业,1.06,0.0,0.0,1.06,1.06,1.06,1.06,0,0.0
319,320,01114,华晨中国,3.65,0.0,0.0,3.65,3.65,3.65,3.65,50000,179350.0
320,321,01112,H&H国际控股,12.08,0.0,0.0,12.08,12.08,12.08,12.08,0,0.0
321,322,01109,华润置地,34.8,0.0,0.0,34.8,34.8,34.8,34.8,211846,7372240.0
322,323,01108,洛阳玻璃股份,8.17,0.0,0.0,8.17,8.17,8.17,8.17,0,0.0
323,324,01099,国药控股,21.7,0.0,0.0,21.7,21.7,21.7,21.7,0,0.0
324,325,01083,港华智慧能源,3.98,0.0,0.0,3.98,3.98,3.98,3.98,0,0.0
325,326,01071,华电国际电力股份,3.14,0.0,0.0,3.14,3.14,3.14,3.14,0,0.0
326,327,01070,TCL电子,3.21,0.0,0.0,3.21,3.21,3.21,3.21,0,0.0
327,328,01066,威高股份,12.2,0.0,0.0,12.2,12.2,12.2,12.2,0,0.0
328,329,01065,天津创业环保股份,3.27,0.0,0.0,3.27,3.27,3.27,3.27,0,0.0
329,330,01060,阿里影业,0.47,0.0,0.0,0.47,0.47,0.47,0.47,0,0.0
330,331,01053,重庆钢铁股份,0.86,0.0,0.0,0.86,0.86,0.86,0.86,0,0.0
331,332,01052,越秀交通基建,4.36,0.0,0.0,4.36,4.36,4.36,4.36,0,0.0
332,333,01044,恒安国际,34.9,0.0,0.0,34.9,34.9,34.9,34.9,0,0.0
333,334,01033,中石化油服,0.61,0.0,0.0,0.61,0.61,0.61,0.61,0,0.0
334,335,01030,新城发展,2.23,0.0,0.0,2.23,2.23,2.23,2.23,0,0.0
335,336,00998,中信银行,3.66,0.0,0.0,3.66,3.66,3.66,3.66,0,0.0
336,337,00995,安徽皖通高速公路,7.7,0.0,0.0,7.7,7.7,7.7,7.7,0,0.0
337,338,00992,联想集团,7.3,0.0,0.0,7.3,7.3,7.3,7.3,2660000,19418000.0
338,339,00991,大唐发电,1.35,0.0,0.0,1.35,1.35,1.35,1.35,0,0.0
339,340,00968,信义光能,8.82,0.0,0.0,8.82,8.82,8.82,8.82,434000,3827880.0
340,341,00956,新天绿色能源,3.49,0.0,0.0,3.49,3.49,3.49,3.49,0,0.0
341,342,00941,中国移动,62.0,0.0,0.0,62.0,62.0,62.0,62.0,0,0.0
342,343,00934,中石化冠德,2.8,0.0,0.0,2.8,2.8,2.8,2.8,0,0.0
343,344,00921,海信家电,10.8,0.0,0.0,10.8,10.8,10.8,10.8,0,0.0
344,345,00909,明源云,4.94,0.0,0.0,4.94,4.94,4.94,4.94,7226901,35700890.0
345,346,00902,华能国际电力股份,3.95,0.0,0.0,3.95,3.95,3.95,3.95,0,0.0
346,347,00895,东江环保,2.56,0.0,0.0,2.56,2.56,2.56,2.56,0,0.0
347,348,00884,旭辉控股集团,0.78,0.0,0.0,0.78,0.78,0.78,0.78,0,0.0
348,349,00874,白云山,23.8,0.0,0.0,23.8,23.8,23.8,23.8,0,0.0
349,350,00873,世茂服务,2.16,0.0,0.0,2.16,2.16,2.16,2.16,0,0.0
350,351,00861,神州控股,3.74,0.0,0.0,3.74,3.74,3.74,3.74,0,0.0
351,352,00856,伟仕佳杰,4.49,0.0,0.0,4.49,4.49,4.49,4.49,0,0.0
352,353,00855,中国水务,7.02,0.0,0.0,7.02,7.02,7.02,7.02,0,0.0
353,354,00839,中教控股,8.67,0.0,0.0,8.67,8.67,8.67,8.67,0,0.0
354,355,00826,天工国际,2.64,0.0,0.0,2.64,2.64,2.64,2.64,0,0.0
355,356,00819,天能动力,9.91,0.0,0.0,9.91,9.91,9.91,9.91,0,0.0
356,357,00817,中国金茂,1.48,0.0,0.0,1.48,1.48,1.48,1.48,0,0.0
357,358,00811,新华文轩,5.93,0.0,0.0,5.93,5.93,5.93,5.93,0,0.0
358,359,00806,惠理集团,2.56,0.0,0.0,2.56,2.56,2.56,2.56,0,0.0
359,360,00788,中国铁塔,0.93,0.0,0.0,0.93,0.93,0.93,0.93,0,0.0
360,361,00780,同程旅行,15.44,0.0,0.0,15.44,15.44,15.44,15.44,871303,13452918.0
361,362,00777,网龙,17.96,0.0,0.0,17.96,17.96,17.96,17.96,0,0.0
362,363,00775,长江生命科技,0.81,0.0,0.0,0.81,0.81,0.81,0.81,0,0.0
363,364,00754,合生创展集团,7.46,0.0,0.0,7.46,7.46,7.46,7.46,0,0.0
364,365,00753,中国国航,7.14,0.0,0.0,7.14,7.14,7.14,7.14,1950000,13923000.0
365,366,00751,创维集团,3.96,0.0,0.0,3.96,3.96,3.96,3.96,0,0.0
366,367,00732,信利国际,1.02,0.0,0.0,1.02,1.02,1.02,1.02,0,0.0
367,368,00710,京东方精电,16.32,0.0,0.0,16.32,16.32,16.32,16.32,0,0.0
368,369,00696,中国民航信息网络,15.48,0.0,0.0,15.48,15.48,15.48,15.48,0,0.0
369,370,00683,嘉里建设,18.9,0.0,0.0,18.9,18.9,18.9,18.9,57000,1077659.0
370,371,00667,中国东方教育,5.27,0.0,0.0,5.27,5.27,5.27,5.27,0,0.0
371,372,00659,新创建集团,6.98,0.0,0.0,6.98,6.98,6.98,6.98,0,0.0
372,373,00658,中国高速传动,3.1,0.0,0.0,3.1,3.1,3.1,3.1,0,0.0
373,374,00656,复星国际,6.36,0.0,0.0,6.36,6.36,6.36,6.36,0,0.0
374,375,00650,普达特科技,0.93,0.0,0.0,0.93,0.93,0.93,0.93,0,0.0
375,376,00639,首钢资源,2.51,0.0,0.0,2.51,2.51,2.51,2.51,0,0.0
376,377,00636,嘉里物流,13.12,0.0,0.0,13.12,13.12,13.12,13.12,0,0.0
377,378,00631,三一国际,7.38,0.0,0.0,7.38,7.38,7.38,7.38,0,0.0
378,379,00604,深圳控股,1.29,0.0,0.0,1.29,1.29,1.29,1.29,0,0.0
379,380,00598,中国外运,2.51,0.0,0.0,2.51,2.51,2.51,2.51,0,0.0
380,381,00590,六福集团,25.05,0.0,0.0,25.05,25.05,25.05,25.05,0,0.0
381,382,00588,北京北辰实业股份,0.91,0.0,0.0,0.91,0.91,0.91,0.91,0,0.0
382,383,00587,海螺环保,2.83,0.0,0.0,2.83,2.83,2.83,2.83,0,0.0
383,384,00586,海螺创业,14.42,0.0,0.0,14.42,14.42,14.42,14.42,0,0.0
384,385,00576,浙江沪杭甬,6.27,0.0,0.0,6.27,6.27,6.27,6.27,0,0.0
385,386,00570,中国中药,3.95,0.0,0.0,3.95,3.95,3.95,3.95,0,0.0
386,387,00564,郑煤机,7.7,0.0,0.0,7.7,7.7,7.7,7.7,0,0.0
387,388,00553,南京熊猫电子股份,3.85,0.0,0.0,3.85,3.85,3.85,3.85,0,0.0
388,389,00551,裕元集团,10.88,0.0,0.0,10.88,10.88,10.88,10.88,0,0.0
389,390,00535,金地商置,0.56,0.0,0.0,0.56,0.56,0.56,0.56,0,0.0
390,391,00520,呷哺呷哺,6.78,0.0,0.0,6.78,6.78,6.78,6.78,0,0.0
391,392,00512,远大医药,4.19,0.0,0.0,4.19,4.19,4.19,4.19,0,0.0
392,393,00460,四环医药,0.81,0.0,0.0,0.81,0.81,0.81,0.81,0,0.0
393,394,00440,大新金融,21.05,0.0,0.0,21.05,21.05,21.05,21.05,0,0.0
394,395,00410,SOHO中国,1.42,0.0,0.0,1.42,1.42,1.42,1.42,0,0.0
395,396,00384,中国燃气,10.4,0.0,0.0,10.4,10.4,10.4,10.4,0,0.0
396,397,00371,北控水务集团,1.96,0.0,0.0,1.96,1.96,1.96,1.96,0,0.0
397,398,00363,上海实业控股,10.34,0.0,0.0,10.34,10.34,10.34,10.34,0,0.0
398,399,00354,中国软件国际,5.23,0.0,0.0,5.23,5.23,5.23,5.23,0,0.0
399,400,00347,鞍钢股份,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0,0.0
400,401,00345,VITASOY INT'L,15.6,0.0,0.0,15.6,15.6,15.6,15.6,0,0.0
401,402,00338,上海石油化工股份,1.39,0.0,0.0,1.39,1.39,1.39,1.39,0,0.0
402,403,00336,华宝国际,3.8,0.0,0.0,3.8,3.8,3.8,3.8,0,0.0
403,404,00327,百富环球,7.02,0.0,0.0,7.02,7.02,7.02,7.02,0,0.0
404,405,00323,马鞍山钢铁股份,1.81,0.0,0.0,1.81,1.81,1.81,1.81,0,0.0
405,406,00322,康师傅控股,13.12,0.0,0.0,13.12,13.12,13.12,13.12,0,0.0
406,407,00317,中船防务,8.88,0.0,0.0,8.88,8.88,8.88,8.88,0,0.0
407,408,00316,东方海外国际,133.3,0.0,0.0,133.3,133.3,133.3,133.3,12000,1599600.0
408,409,00314,思派健康,20.5,0.0,0.0,20.5,20.5,20.5,20.5,0,0.0
409,410,00303,VTECH HOLDINGS,44.7,0.0,0.0,44.7,44.7,44.7,44.7,0,0.0
410,411,00302,中手游,2.02,0.0,0.0,2.02,2.02,2.02,2.02,0,0.0
411,412,00297,中化化肥,0.97,0.0,0.0,0.97,0.97,0.97,0.97,0,0.0
412,413,00272,瑞安房地产,1.01,0.0,0.0,1.01,1.01,1.01,1.01,0,0.0
413,414,00256,冠城钟表珠宝,1.23,0.0,0.0,1.23,1.23,1.23,1.23,0,0.0
414,415,00215,和记电讯香港,1.22,0.0,0.0,1.22,1.22,1.22,1.22,0,0.0
415,416,00187,京城机电股份,3.12,0.0,0.0,3.12,3.12,3.12,3.12,0,0.0
416,417,00185,正商实业,1.17,0.0,0.0,1.17,1.17,1.17,1.17,0,0.0
417,418,00179,德昌电机控股,8.9,0.0,0.0,8.9,8.9,8.9,8.9,0,0.0
418,419,00177,江苏宁沪高速公路,7.75,0.0,0.0,7.75,7.75,7.75,7.75,116000,898188.0
419,420,00165,中国光大控股,5.64,0.0,0.0,5.64,5.64,5.64,5.64,0,0.0
420,421,00152,深圳国际,7.07,0.0,0.0,7.07,7.07,7.07,7.07,0,0.0
421,422,00142,第一太平,2.42,0.0,0.0,2.42,2.42,2.42,2.42,0,0.0
422,423,00136,中国儒意,1.94,0.0,0.0,1.94,1.94,1.94,1.94,0,0.0
423,424,00135,昆仑能源,6.59,0.0,0.0,6.59,6.59,6.59,6.59,0,0.0
424,425,00123,越秀地产,11.58,0.0,0.0,11.58,11.58,11.58,11.58,0,0.0
425,426,00107,四川成渝高速公路,1.89,0.0,0.0,1.89,1.89,1.89,1.89,0,0.0
426,427,00095,绿景中国地产,1.67,0.0,0.0,1.67,1.67,1.67,1.67,0,0.0
427,428,00087,太古股份公司B,9.33,0.0,0.0,9.33,9.33,9.33,9.33,0,0.0
428,429,00083,信和置业,9.76,0.0,0.0,9.76,9.76,9.76,9.76,0,0.0
429,430,00081,中国海外宏洋集团,3.08,0.0,0.0,3.08,3.08,3.08,3.08,0,0.0
430,431,00038,第一拖拉机股份,4.03,0.0,0.0,4.03,4.03,4.03,4.03,0,0.0
431,432,00013,和黄医药,22.85,0.0,0.0,22.85,22.85,22.85,22.85,0,0.0
432,433,00012,恒基地产,27.45,0.0,0.0,27.45,27.45,27.45,27.45,129000,3541050.0
433,434,00004,九龙仓集团,18.54,0.0,0.0,18.54,18.54,18.54,18.54,0,0.0
434,435,00001,长和,47.5,0.0,0.0,47.5,47.5,47.5,47.5,362400,17213800.0
435,436,01772,赣锋锂业,51.9,-0.05,-0.1,51.9,51.9,51.9,51.95,0,0.0
436,437,00027,银河娱乐,50.7,-0.05,-0.1,50.7,50.7,50.7,50.75,390000,19792500.0
437,438,01211,比亚迪股份,201.0,-0.2,-0.1,201.0,201.0,201.0,201.2,858800,172607702.0
438,439,00916,龙源电力,9.55,-0.01,-0.1,9.55,9.55,9.55,9.56,0,0.0
439,440,01833,平安好医生,17.68,-0.02,-0.11,17.68,17.68,17.68,17.7,0,0.0
440,441,01167,加科思-B,8.59,-0.01,-0.12,8.59,8.59,8.59,8.6,0,0.0
441,442,01038,长江基建集团,42.3,-0.05,-0.12,42.3,42.3,42.3,42.35,12623,534584.0
442,443,00006,电能实业,42.05,-0.05,-0.12,42.05,42.05,42.05,42.1,115000,4841500.0
443,444,09896,名创优品,36.95,-0.05,-0.14,36.95,36.95,36.95,37.0,0,0.0
444,445,00293,国泰航空,7.31,-0.01,-0.14,7.31,7.31,7.31,7.32,40000,292800.0
445,446,00019,太古股份公司A,59.8,-0.1,-0.17,59.8,59.8,59.8,59.9,0,0.0
446,447,01310,香港宽频,5.74,-0.01,-0.17,5.74,5.74,5.74,5.75,0,0.0
447,448,02888,渣打集团,70.2,-0.15,-0.21,70.2,70.2,70.2,70.35,0,0.0
448,449,01398,工商银行,4.05,-0.01,-0.25,4.05,4.05,4.05,4.06,5390000,21883400.0
449,450,06198,青岛港,3.83,-0.01,-0.26,3.83,3.83,3.83,3.84,0,0.0
450,451,09696,天齐锂业,54.45,-0.15,-0.27,54.45,54.45,54.45,54.6,0,0.0
451,452,00743,亚洲水泥(中国),3.59,-0.01,-0.28,3.59,3.59,3.59,3.6,0,0.0
452,453,00257,光大环境,3.32,-0.01,-0.3,3.32,3.32,3.32,3.33,0,0.0
453,454,02319,蒙牛乳业,33.1,-0.1,-0.3,33.1,33.1,33.1,33.2,440000,14608000.0
454,455,01347,华虹半导体,32.25,-0.1,-0.31,32.25,32.25,32.25,32.35,0,0.0
455,456,00670,中国东方航空股份,3.1,-0.01,-0.32,3.1,3.1,3.1,3.11,0,0.0
456,457,03988,中国银行,2.91,-0.01,-0.34,2.91,2.91,2.91,2.92,5280852,15420053.0
457,458,06186,中国飞鹤,5.7,-0.02,-0.35,5.7,5.7,5.7,5.72,4785000,27370200.0
458,459,01810,小米集团-W,11.32,-0.04,-0.35,11.32,11.32,11.32,11.36,4710000,53505600.0
459,460,01368,特步国际,8.15,-0.03,-0.37,8.15,8.15,8.15,8.18,349500,2879181.0
460,461,01988,民生银行,2.64,-0.01,-0.38,2.64,2.64,2.64,2.65,0,0.0
461,462,06055,中烟香港,10.26,-0.04,-0.39,10.26,10.26,10.26,10.3,0,0.0
462,463,00020,商汤-W,2.5,-0.01,-0.4,2.5,2.5,2.5,2.51,609,1528.0
463,464,00939,建设银行,4.87,-0.02,-0.41,4.87,4.87,4.87,4.89,22169000,108432898.0
464,465,01725,香港航天科技,14.22,-0.06,-0.42,14.22,14.22,14.22,14.28,0,0.0
465,466,06818,中国光大银行,2.31,-0.01,-0.43,2.31,2.31,2.31,2.32,0,0.0
466,467,00189,东岳集团,9.14,-0.04,-0.44,9.14,9.14,9.14,9.18,0,0.0
467,468,01800,中国交通建设,4.56,-0.02,-0.44,4.56,4.56,4.56,4.58,0,0.0
468,469,01766,中国中车,4.12,-0.02,-0.48,4.12,4.12,4.12,4.14,0,0.0
469,470,01378,中国宏桥,8.15,-0.04,-0.49,8.15,8.15,8.15,8.19,3987000,32653530.0
470,471,01193,华润燃气,29.1,-0.15,-0.51,29.1,29.1,29.1,29.25,0,0.0
471,472,00008,电讯盈科,3.87,-0.02,-0.51,3.87,3.87,3.87,3.89,0,0.0
472,473,01055,中国南方航空股份,5.56,-0.03,-0.54,5.56,5.56,5.56,5.59,0,0.0
473,474,02331,李宁,63.45,-0.35,-0.55,63.45,63.45,63.45,63.8,310000,19778000.0
474,475,00552,中国通信服务,3.56,-0.02,-0.56,3.56,3.56,3.56,3.58,0,0.0
475,476,02137,腾盛博药-B,5.24,-0.03,-0.57,5.24,5.24,5.24,5.27,0,0.0
476,477,01880,中国中免,188.0,-1.1,-0.58,188.0,188.0,188.0,189.1,10600,1911238.0
477,478,01658,邮储银行,4.8,-0.03,-0.62,4.8,4.8,4.8,4.83,1440000,6955200.0
478,479,03968,招商银行,39.45,-0.25,-0.63,39.45,39.45,39.45,39.7,506854,20136441.0
479,480,00390,中国中铁,4.59,-0.03,-0.65,4.59,4.59,4.59,4.62,0,0.0
480,481,00308,香港中旅,1.53,-0.01,-0.65,1.53,1.53,1.53,1.54,0,0.0
481,482,01898,中煤能源,6.1,-0.04,-0.65,6.1,6.1,6.1,6.14,0,0.0
482,483,01057,浙江世宝,1.51,-0.01,-0.66,1.51,1.51,1.51,1.52,0,0.0
483,484,01516,融创服务,2.97,-0.02,-0.67,2.97,2.97,2.97,2.99,0,0.0
484,485,02196,复星医药,21.75,-0.15,-0.68,21.75,21.75,21.75,21.9,0,0.0
485,486,00168,青岛啤酒股份,78.85,-0.55,-0.69,78.85,78.85,78.85,79.4,0,0.0
486,487,01177,中国生物制药,4.2,-0.03,-0.71,4.2,4.2,4.2,4.23,993000,4200390.0
487,488,01308,海丰国际,16.52,-0.12,-0.72,16.52,16.52,16.52,16.64,552000,9236476.0
488,489,02601,中国太保,20.6,-0.15,-0.72,20.6,20.6,20.6,20.75,534400,11128131.0
489,490,02039,中集集团,5.32,-0.04,-0.75,5.32,5.32,5.32,5.36,0,0.0
490,491,00388,香港交易所,316.0,-2.4,-0.75,316.0,316.0,316.0,318.4,221200,70430419.0
491,492,02628,中国人寿,12.88,-0.1,-0.77,12.88,12.88,12.88,12.98,462000,5996760.0
492,493,01797,新东方在线,36.65,-0.3,-0.81,36.65,36.65,36.65,36.95,0,0.0
493,494,06185,康希诺生物,53.05,-0.45,-0.84,53.05,53.05,53.05,53.5,0,0.0
494,495,00003,香港中华煤气,7.01,-0.06,-0.85,7.01,7.01,7.01,7.07,986000,6971020.0
495,496,00066,港铁公司,39.5,-0.35,-0.88,39.5,39.5,39.5,39.85,196500,7830525.0
496,497,00144,招商局港口,11.26,-0.1,-0.88,11.26,11.26,11.26,11.36,172000,1956500.0
497,498,01093,石药集团,7.77,-0.07,-0.89,7.77,7.77,7.77,7.84,662720,5195724.0
498,499,00288,万洲国际,4.43,-0.04,-0.89,4.43,4.43,4.43,4.47,0,0.0
499,500,06196,郑州银行,1.09,-0.01,-0.91,1.09,1.09,1.09,1.1,0,0.0
500,501,01072,东方电气,13.06,-0.12,-0.91,13.06,13.06,13.06,13.18,0,0.0
501,502,02378,保诚,115.5,-1.1,-0.94,115.5,115.5,115.5,116.6,0,0.0
502,503,02121,创新奇智,16.54,-0.16,-0.96,16.54,16.54,16.54,16.7,0,0.0
503,504,02318,中国平安,51.0,-0.5,-0.97,51.0,51.0,51.0,51.5,1099000,56598500.0
504,505,01208,五矿资源,2.04,-0.02,-0.97,2.04,2.04,2.04,2.06,0,0.0
505,506,00836,华润电力,16.18,-0.16,-0.98,16.18,16.18,16.18,16.34,0,0.0
506,507,00016,新鸿基地产,101.1,-1.0,-0.98,101.1,101.1,101.1,102.1,127500,13017750.0
507,508,02138,医思健康,7.0,-0.07,-0.99,7.0,7.0,7.0,7.07,0,0.0
508,509,09633,农夫山泉,43.85,-0.45,-1.02,43.85,43.85,43.85,44.3,177600,7867680.0
509,510,06618,京东健康,53.35,-0.55,-1.02,53.35,53.35,53.35,53.9,245250,13218975.0
510,511,01137,香港科技探索,5.7,-0.06,-1.04,5.7,5.7,5.7,5.76,0,0.0
511,512,06098,碧桂园服务,13.26,-0.14,-1.04,13.26,13.26,13.26,13.4,1539236,20625809.0
512,513,00148,建滔集团,28.3,-0.3,-1.05,28.3,28.3,28.3,28.6,0,0.0
513,514,01448,福寿园,5.54,-0.06,-1.07,5.54,5.54,5.54,5.6,0,0.0
514,515,00568,山东墨龙,2.75,-0.03,-1.08,2.75,2.75,2.75,2.78,0,0.0
515,516,02357,中航科工,4.3,-0.05,-1.15,4.3,4.3,4.3,4.35,0,0.0
516,517,00002,中电控股,55.0,-0.65,-1.17,55.0,55.0,55.0,55.65,351500,19560975.0
517,518,01910,新秀丽,21.0,-0.25,-1.18,21.0,21.0,21.0,21.25,138800,2942985.0
518,519,02333,长城汽车,9.0,-0.11,-1.21,9.0,9.0,9.0,9.11,0,0.0
519,520,00151,中国旺旺,4.82,-0.06,-1.23,4.82,4.82,4.82,4.88,0,0.0
520,521,00522,ASMPT,73.0,-0.95,-1.28,73.0,73.0,73.0,73.95,0,0.0
521,522,00241,阿里健康,5.31,-0.07,-1.3,5.31,5.31,5.31,5.38,440000,2367200.0
522,523,00014,希慎兴业,22.1,-0.3,-1.34,22.1,22.1,22.1,22.4,0,0.0
523,524,00493,国美零售,0.137,-0.002,-1.44,0.137,0.137,0.137,0.139,0,0.0
524,525,06606,诺辉健康-B,31.85,-0.5,-1.55,31.85,31.85,31.85,32.35,0,0.0
525,526,03692,翰森制药,13.8,-0.22,-1.57,13.8,13.8,13.8,14.02,108000,1514160.0
526,527,00267,中信股份,8.65,-0.14,-1.59,8.65,8.65,8.65,8.79,642000,5643180.0
527,528,01515,华润医疗,7.18,-0.12,-1.64,7.18,7.18,7.18,7.3,0,0.0
528,529,00005,汇丰控股,55.4,-1.0,-1.77,55.4,55.4,55.4,56.4,18754400,1057755120.0
529,530,00973,L'OCCITANE,17.5,-0.32,-1.8,17.5,17.5,17.5,17.82,139750,2482267.0
530,531,06855,亚盛医药-B,21.5,-0.4,-1.83,21.5,21.5,21.5,21.9,0,0.0
531,532,02007,碧桂园,2.15,-0.04,-1.83,2.15,2.15,2.15,2.19,1096000,2400240.0
532,533,01668,华南城,0.53,-0.01,-1.85,0.53,0.53,0.53,0.54,0,0.0
533,534,09997,康基医疗,8.8,-0.17,-1.9,8.8,8.8,8.8,8.97,2500,22425.0
534,535,00581,中国东方集团,1.52,-0.03,-1.94,1.52,1.52,1.52,1.55,0,0.0
535,536,01113,长实集团,48.2,-1.0,-2.03,48.2,48.2,48.2,49.2,114500,5633400.0
536,537,03331,维达国际,19.5,-0.42,-2.11,19.5,19.5,19.5,19.92,305000,6065932.0
537,538,03328,交通银行,4.6,-0.1,-2.13,4.6,4.6,4.6,4.7,0,0.0
538,539,00558,力劲科技,9.2,-0.2,-2.13,9.2,9.2,9.2,9.4,0,0.0
539,540,00669,创科实业,83.0,-1.95,-2.3,83.0,83.0,83.0,84.95,138500,11765575.0
540,541,00960,龙湖集团,21.2,-0.5,-2.3,21.2,21.2,21.2,21.7,166684,3617042.0
541,542,02269,药明生物,50.8,-1.2,-2.31,50.8,50.8,50.8,52.0,172000,8944000.0
542,543,02616,基石药业-B,3.61,-0.09,-2.43,3.61,3.61,3.61,3.7,0,0.0
543,544,01919,中远海控,8.32,-0.22,-2.58,8.32,8.32,8.32,8.54,0,0.0
544,545,02313,申洲国际,79.0,-2.1,-2.59,79.0,79.0,79.0,81.1,208600,16926163.0
545,546,06993,蓝月亮集团,4.41,-0.12,-2.65,4.41,4.41,4.41,4.53,0,0.0
546,547,00011,恒生银行,115.2,-3.2,-2.7,115.2,115.2,115.2,118.4,132800,15723520.0
547,548,00868,信义玻璃,13.54,-0.38,-2.73,13.54,13.54,13.54,13.92,185000,2575200.0
548,549,02588,中银航空租赁,55.7,-1.6,-2.79,55.7,55.7,55.7,57.3,0,0.0
549,550,00697,首程控股,1.64,-0.05,-2.96,1.64,1.64,1.64,1.69,0,0.0
550,551,00763,中兴通讯,22.3,-0.7,-3.04,22.3,22.3,22.3,23.0,0,0.0
551,552,02020,安踏体育,97.4,-3.2,-3.18,97.4,97.4,97.4,100.6,374465,37720235.0
552,553,03759,康龙化成,38.6,-1.35,-3.38,38.6,38.6,38.6,39.95,0,0.0
553,554,03380,龙光集团,0.91,-0.04,-4.21,0.91,0.91,0.91,0.95,0,0.0
554,555,09688,再鼎医药,25.55,-1.2,-4.49,25.55,25.55,25.55,26.75,3400,90950.0
555,556,01789,爱康医疗,8.68,-0.42,-4.62,8.68,8.68,8.68,9.1,0,0.0
556,557,02688,新奥能源,103.0,-5.3,-4.89,103.0,103.0,103.0,108.3,358800,38918467.0
557,558,00101,恒隆地产,14.0,-0.74,-5.02,14.0,14.0,14.0,14.74,8792,129594.0
558,559,06160,百济神州,127.0,-6.8,-5.08,127.0,127.0,127.0,133.8,71700,9603440.0
559,560,00881,中升控股,31.6,-2.2,-6.51,31.6,31.6,31.6,33.8,64500,2180100.0
560,561,09990,祖龙娱乐,6.29,-0.48,-7.09,6.29,6.29,6.29,6.77,0,0.0
